song_id,song_name,artist_name,artist_uri,album_name,album_uri
spotify:track:6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,Birds In The Trap Sing McKnight,spotify:album:42WVQWuf1teDysXiOupIZt
spotify:track:1CnPYaKxTVb4LWOtiGOm0m,All Time Low,Jon Bellion,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,The Human Condition,spotify:album:2e8nzTZ0HtK94IifOWgN7o
spotify:track:0Fv5N0cHBsl4bzCbollCAS,Moves,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,I Decided.,spotify:album:0XAIjjN5qxViVS0Y5fYkar
spotify:track:5hTpBe8h35rJ67eAWHQsJx,Caroline,Aminé,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,Good For You,spotify:album:3lajefIuUk4SfzqVBSJy8p
spotify:track:5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,Starboy,spotify:album:4AdZV63ycxFLF6Hcol0QnB
spotify:track:7KOlJ92bu51cltsD9KU5I7,T-Shirt,Migos,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Culture,spotify:album:2AvupjUeMnSffKEV05x222
spotify:track:6D5pfooPP6hi99RaXjkDsP,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,Lana Del Rey,spotify:artist:00FQb4jTyendYWaN8pK0wa,Summertime Sadness [Lana Del Rey vs. Cedric Gervais],spotify:album:3GljjAP9QIKRQXeKoXHRnH
spotify:track:6D0b04NJIKfEMg040WioJQ,Issues,Julia Michaels,spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m,Nervous System,spotify:album:22aqlgX39cWQMWazg9qwuv
spotify:track:2yrJ1jWo3HLksJFUqUsZE4,The Love Club,Lorde,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,Pure Heroine,spotify:album:6rnzvZhe3PA57xKcKLRtJ6
spotify:track:2xbI8Vmyv3TkpTdywpPyNw,Selfish,PnB Rock,spotify:artist:21WS9wngs9AqFckK7yYJPM,GTTM: Goin Thru the Motions,spotify:album:7eFfp9r4A30ueN9A5EJbk2
spotify:track:0gbBzIqrECJOEPvQJIBFs5,Green Light,Lorde,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,Melodrama,spotify:album:4JeJPyNnsB3tqnHR7RL5v5
spotify:track:0or0gNaKAXYYCsOrpvRzAu,Liability,Lorde,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,Melodrama,spotify:album:4JeJPyNnsB3tqnHR7RL5v5
spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,BØRNS,spotify:artist:1KP6TWI40m7p3QBTU6u2xo,Dopamine,spotify:album:17l7MIu0Jh0tdgK7or9ovw
spotify:track:4AewKenHXKBt643p473xCk,American Money,BØRNS,spotify:artist:1KP6TWI40m7p3QBTU6u2xo,Dopamine,spotify:album:17l7MIu0Jh0tdgK7or9ovw
spotify:track:2PtBhfoPZ6VYtXkrE5FrCH,Reflections,MisterWives,spotify:artist:5ivCbtrcD5N4rD337xIb2z,Our Own House,spotify:album:726GB3GTBwPdsGr5XzOQbz
spotify:track:3e0yTP5trHBBVvV32jwXqF,Anna Sun,WALK THE MOON,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,Walk The Moon,spotify:album:1QhonXpNQq8wrGEKX0ofbk
spotify:track:0d28khcov6AiegSCpG5TuT,Feel Good Inc,Gorillaz,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,Demon Days,spotify:album:0bUTHlWbkSQysoM3VsWldT
spotify:track:3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),Kygo,spotify:artist:23fqKkggKUBHNkbKtXEls4,It Ain't Me (with Selena Gomez),spotify:album:0IUCAsckpNyV4wHKIHQawC
spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You Into The Dark,Death Cab for Cutie,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,Plans,spotify:album:1NFGnxmeIEBakre4DvLaJq
spotify:track:5Ozo0lsCaVNJPlKC7RtDnp,Fall For You,Secondhand Serenade,spotify:artist:6eouuqqGggqDlYRV63cgPo,A Twist In My Story,spotify:album:3z5H8MUhNmFJHUmKsIEZnL
spotify:track:6vTtMyCg96xwpoIBws9K0Q,Feels Like We Only Go Backwards,Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb,Lonerism,spotify:album:76vY9yohh4kVwSKkyKbyEQ
spotify:track:0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Zedd,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,Stay,spotify:album:0VMGOBhLrC5Q2bfZnrocVN
spotify:track:0MGlHpo9P4HN4AsgG44GG7,Electric (feat. Khalid),Alina Baraz,spotify:artist:6hfwwpXqZPRC9CsKI7qtv1,Electric (feat. Khalid),spotify:album:3ViyaxHvxG4qWKt8yptdrG
spotify:track:4xyNG8vZR3g8FnphVkbjRo,Love,Lana Del Rey,spotify:artist:00FQb4jTyendYWaN8pK0wa,Lust For Life,spotify:album:1nP1BEciW2qIlkg4bz97nD
spotify:track:2q0VexHJirnUPnEOhr2DxK,Biking,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Biking,spotify:album:7yOOPJjNelITCaYMqk8V6r
spotify:track:0mt02gJ425Xjm7c3jYkOBn,Lust For Life (with The Weeknd),Lana Del Rey,spotify:artist:00FQb4jTyendYWaN8pK0wa,Lust For Life,spotify:album:7xYiTrbTL57QO0bb4hXIKo
spotify:track:7tr2za8SQg2CI8EDgrdtNl,Slide,Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,Funk Wav Bounces Vol.1,spotify:album:2HaqChIDc5go3qxVunBDK0
spotify:track:6MU3ZTQNkV9mUcTSHgoxjr,Gimme All Your Love,Alabama Shakes,spotify:artist:16GcWuvvybAoaHr0NqT8Eh,Sound & Color,spotify:album:2A4sin52eEjkavgFwPdEoZ
spotify:track:7BHPGtpuuWWsvE7cCaMuEU,Naive,The Kooks,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,Inside In / Inside Out,spotify:album:03JPFQvZRnHHysSZrSFmKY
spotify:track:5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,Luis Fonsi,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,Despacito Feat. Justin Bieber,spotify:album:3smvpv7CdrhVcGYaNDLOqn
spotify:track:12mGwph2YzDIlChtq3EdXP,Alone,Marshmello,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,Alone,spotify:album:2v4Crisjd4sT782Jvn7ISC
spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,There for You,Martin Garrix,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,There for You,spotify:album:0OK35duHpTPnvqya2d4pnn
spotify:track:4aKIs5t9TqP59btlCGPrgw,Maneater - Remastered,Daryl Hall & John Oates,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,H2O,spotify:album:5nDQAU3K52JimAaShsZoSn
spotify:track:7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Torches,spotify:album:7Kmmw7Z5D2UD5MVwdm10sT
spotify:track:69kOkLUCkxIZYexIgSG8rq,Get Lucky,Daft Punk,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Random Access Memories,spotify:album:4m2880jivSbbyEGAKfITCa
spotify:track:36c4JohayB9qd64eidQMBi,Doin' it Right,Daft Punk,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Random Access Memories,spotify:album:4m2880jivSbbyEGAKfITCa
spotify:track:4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,Gotye,spotify:artist:2AsusXITU8P25dlRNhcAbG,Making Mirrors,spotify:album:1HjSyGjmLNjRAKgT9t1cna
spotify:track:5329hKonR0ej5Tq4xmz5gD,Unbelievers,Vampire Weekend,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Modern Vampires of the City,spotify:album:6rhe02ppDhYAvPmavWeBkZ
spotify:track:3kb38wezoUA8ki5jPYy3t5,Little Secrets,Passion Pit,spotify:artist:7gjAu1qr5C2grXeQFFOGeh,Manners,spotify:album:6H51jH1SuzV6ca1VxW2Tmv
spotify:track:6RsWqX8zABZLhZydXxEFOm,Can't Feel My Face,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,Beauty Behind The Madness,spotify:album:28ZKQMoNBB0etKXZ97G2SN
spotify:track:2pA4ip3VIEVcIa3qE02oAX,"10,000 Emerald Pools",BØRNS,spotify:artist:1KP6TWI40m7p3QBTU6u2xo,Dopamine,spotify:album:17l7MIu0Jh0tdgK7or9ovw
spotify:track:3RVupqMb1zXl8FNG9TlWBZ,Mykonos,Fleet Foxes,spotify:artist:4EVpmkEwrLYEg6jIsiPMIb,Sun Giant,spotify:album:1THgsJygpeEj3yfXuRm7Bb
spotify:track:5oUV6yWdDM0R9Q2CizRhIt,New Slang,The Shins,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,"Oh, Inverted World",spotify:album:34XlrJGfsDhvRDeJ8a6lie
spotify:track:7jOXGeS0v0rdFssNy7Mxkn,Lost In My Mind,The Head and the Heart,spotify:artist:0n94vC3S9c3mb2HyNAOcjg,The Head And The Heart,spotify:album:4JKVVz1tD8PYKoXIZ7ZEJy
spotify:track:1t2tKmSYA61IA7scT1yoIn,Rivers And Roads,The Head and the Heart,spotify:artist:0n94vC3S9c3mb2HyNAOcjg,The Head And The Heart,spotify:album:4JKVVz1tD8PYKoXIZ7ZEJy
spotify:track:7aliOjqVEBd3ZZ8NMkuifd,Shake It Out,Florence + The Machine,spotify:artist:1moxjboGR7GNWYIMWsRjgG,Ceremonials,spotify:album:3gmm8Sd93oyjTWug7Ci0Fd
spotify:track:5JtPGzRgrWxkXX9LoROq3d,1901,Phoenix,spotify:artist:1xU878Z1QtBldR7ru9owdU,Wolfgang Amadeus Phoenix,spotify:album:6YXmQrXOjJoMheJ2IA5NqK
spotify:track:2ZWlPOoWh0626oTaHrnl2a,Ivy,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Blonde,spotify:album:3mH6qwIy9crq0I9YQbOuDf
spotify:track:3m660poUr1chesgkkjQM7P,Sorry Not Sorry,Demi Lovato,spotify:artist:6S2OmqARrzebs0tKUEyXyp,Tell Me You Love Me,spotify:album:3pgcHENAMBqdvBj65yvZLb
spotify:track:7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,spotify:artist:57WHJIHrjOE3iAxpihhMnp,Back to You (feat. Bebe Rexha & Digital Farm Animals),spotify:album:4sBgGazGb7S9ZUQJu2Y0qa
spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,spotify:artist:6LuN9FCkKOj5PcnpouEgny,American Teen,spotify:album:6kf46HbnYCZzP6rjvQHYzg
spotify:track:0Qh38w01QRXK6KHIv0e3hb,What About Us,P!nk,spotify:artist:1KCSPY1glIKqW2TotWuXOR,Beautiful Trauma,spotify:album:7hwhuEQT4Fp5bzwLlYZtiz
spotify:track:0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),Macklemore,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,GEMINI,spotify:album:72qA6s4fjF8Y2VX1UDMfp2
spotify:track:5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Everybody,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk
spotify:track:6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Liam Payne,spotify:artist:5pUo3fmmHT8bhCyHE52hA6,Strip That Down,spotify:album:2mnDyPSNM02LMvniaMWnLl
spotify:track:53mrVsi49rLHIaKBiSvElG,do re mi (feat. Gucci Mane),blackbear,spotify:artist:2cFrymmkijnjDg9SS92EPM,do re mi (feat. Gucci Mane),spotify:album:7v20RlVibTDdhbbtSBjS9b
spotify:track:2fQrGHiQOvpL9UgPvtYy6G,Bank Account,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,Issa Album,spotify:album:4QUNWTw2FsIz722xjUjFJw
spotify:track:0jdny0dhgjUwoIp5GkqEaA,Praying,Kesha,spotify:artist:6LqNN22kT3074XbTVUrhzX,Rainbow,spotify:album:1IYVB8NfiRqhdZlTxjspNh
spotify:track:7bsnTsbiwOymZWjPF9v6Di,Marmalade (feat. Lil Yachty),Macklemore,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,GEMINI,spotify:album:72qA6s4fjF8Y2VX1UDMfp2
spotify:track:0XLOf9LhyazPX9Ld8jPiUq,Fetish (feat. Gucci Mane),Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Fetish (feat. Gucci Mane),spotify:album:5EyHUMTzKoo7in8U4EfYjY
