song_id,song_name,artist_name,artist_uri,album_name,album_uri
spotify:track:3e0yTP5trHBBVvV32jwXqF,Anna Sun,WALK THE MOON,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,Walk The Moon,spotify:album:1QhonXpNQq8wrGEKX0ofbk
spotify:track:0d28khcov6AiegSCpG5TuT,Feel Good Inc,Gorillaz,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,Demon Days,spotify:album:0bUTHlWbkSQysoM3VsWldT
spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You Into The Dark,Death Cab for Cutie,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,Plans,spotify:album:1NFGnxmeIEBakre4DvLaJq
spotify:track:0MGlHpo9P4HN4AsgG44GG7,Electric (feat. Khalid),Alina Baraz,spotify:artist:6hfwwpXqZPRC9CsKI7qtv1,Electric (feat. Khalid),spotify:album:3ViyaxHvxG4qWKt8yptdrG
spotify:track:7tr2za8SQg2CI8EDgrdtNl,Slide,Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,Funk Wav Bounces Vol.1,spotify:album:2HaqChIDc5go3qxVunBDK0
spotify:track:7BHPGtpuuWWsvE7cCaMuEU,Naive,The Kooks,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,Inside In / Inside Out,spotify:album:03JPFQvZRnHHysSZrSFmKY
spotify:track:7jOXGeS0v0rdFssNy7Mxkn,Lost In My Mind,The Head and the Heart,spotify:artist:0n94vC3S9c3mb2HyNAOcjg,The Head And The Heart,spotify:album:4JKVVz1tD8PYKoXIZ7ZEJy
spotify:track:0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),Macklemore,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,GEMINI,spotify:album:72qA6s4fjF8Y2VX1UDMfp2
spotify:track:5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Everybody,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk
spotify:track:5masKPHeAOVNgxdLebIcK7,Stole the Show,Kygo,spotify:artist:23fqKkggKUBHNkbKtXEls4,Cloud Nine,spotify:album:0uMIzWh1uEpHEBell4rlF8
spotify:track:1I8tHoNBFTuoJAlh4hfVVE,Firestone,Kygo,spotify:artist:23fqKkggKUBHNkbKtXEls4,Cloud Nine,spotify:album:0uMIzWh1uEpHEBell4rlF8
spotify:track:2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,spotify:album:2gKQvajkEEaDtkqJ8FJ4uw
spotify:track:6zpCJDhdpHPZCcFCJZDqX5,High You Are,What So Not,spotify:artist:4AA8eXtzqh5ykxtafLaPOi,High You Are,spotify:album:5FAFTIaf9DBYcmDkYB3F3g
spotify:track:4w7yrP4RAeeyhfG9nJqQvS,I Don't Fuck With You,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,Dark Sky Paradise,spotify:album:3QZ9gSv35M8vfQA127l3vn
spotify:track:0Dc7J9VPV4eOInoxUiZrsL,Don't Tell 'Em,Jeremih,spotify:artist:3KV3p5EY4AvKxOlhGHORLg,Late Nights: The Album,spotify:album:7DMyQuDPe8xzjC0UDSDa96
spotify:track:4iEOVEULZRvmzYSZY2ViKN,Left Hand Free,alt-J,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,This Is All Yours,spotify:album:4oktVvRuO1In9B7Hz0xm0a
spotify:track:4WjH9Bzt3kx7z8kl0awxh4,Lean On (feat. MØ & DJ Snake),Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,Peace Is The Mission,spotify:album:2XBnxKeRZi76u2iyGcMych
spotify:track:66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),Jack Ü,spotify:artist:1HxJeLhIuegM3KgvPn8sTa,Skrillex and Diplo present Jack Ü,spotify:album:6bfkwBrGYKJFk6Z4QVyjxd
spotify:track:7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Everything Is 4,spotify:album:59eUYETmE1zi31ESb3SUkI
spotify:track:0z8yrlXSjnI29Rv30RssNI,Shots - Broiler Remix,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,Smoke + Mirrors,spotify:album:2XjPrtaAqvviEgSHCpzHmM
spotify:track:6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,spotify:album:4eLPsYPBmXABThSJ821sqY
spotify:track:7hDc8b7IXETo14hHIHdnhd,Passionfruit,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,More Life,spotify:album:7Ix0FS4f1lK42C3rix5rHg
spotify:track:7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,spotify:album:4eLPsYPBmXABThSJ821sqY
spotify:track:5mB1bWU8VueYVxuvcLPn2B,Do It Myself,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC
spotify:track:2ANLarE8yHVsLWW21nj79M,You Was Right,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert Vs. The World,spotify:album:7mgdTKTCdfnLoa1HXHvLYM
spotify:track:5LZQ5s0kRZS9nBSd1xLK7U,Trndsttr (feat. M. Maggie) - Lucian Remix,Black Coast,spotify:artist:4JMdvZoXArDVuMNNelKmjo,Trndsttr (feat. M. Maggie),spotify:album:5q3vgbTbWJut1Go3qzVgya
spotify:track:0Zge2Kfo3Yd9JOGnAmVPbb,We Won't,Jaymes Young,spotify:artist:6QrQ7OrISRYIfS5mtacaw2,Feel Something,spotify:album:6MuWCR3WPjwyKhqsTKLZ3z
spotify:track:7cGFbx7MP0H23iHZTZpqMM,Everybody,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Everybody,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk
spotify:track:7BKUWh5sdtdS17crohRe4L,Black SpiderMan,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Everybody,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk
spotify:track:1vyrrrnb7182SL6iOMor3O,Youth,Daughter,spotify:artist:46CitWgnWrvF9t70C2p1Me,If You Leave,spotify:album:2Y3kTeMHY7GZAvyNwV1jIH
spotify:track:5xoUgPXbMNUmoHU0Enwtwq,She Moves In Her Own Way,The Kooks,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,Inside In / Inside Out,spotify:album:03JPFQvZRnHHysSZrSFmKY
spotify:track:1gGY6qfslDtJ4OoWQGKtkE,Hold On,Alabama Shakes,spotify:artist:16GcWuvvybAoaHr0NqT8Eh,Boys & Girls,spotify:album:0YcQyzstsSbcnLCk4h7AUh
spotify:track:4ZIb6YivyYtpOD0Ur7kDEP,Only One,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Only One,spotify:album:7FhiPGHTsdrGf8lxp0YpET
spotify:track:1wYZZtamWTQAoj8B812uKQ,Here,Alessia Cara,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,Know-It-All,spotify:album:3rDbA12I5duZnlwakqDdZa
spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Blurryface,spotify:album:3cQO7jp5S9qLBoIVtbkSM1
spotify:track:1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,Views,spotify:album:3hARKC8cinq3mZLLAEaBh9
spotify:track:7hhAwcMTdCHxuYkCHCfzw7,Unwritten,Natasha Bedingfield,spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a,Unwritten,spotify:album:4LOqtdV9dCY7NX7iNK1lBe
spotify:track:2yNWwardt8VzlpNBWrGYD6,For Once In My Life,Stevie Wonder,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,For Once In My Life,spotify:album:59hSInYpAsa4we4TzDGaWT
spotify:track:3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,Blowin' Your Mind!,spotify:album:7dsWupQRlFuhG8FGiQAUjC
spotify:track:4ya82vEkIk1HJpuPDhESOC,Come & Get Your Love (Re-Recorded),Redbone,spotify:artist:0w7HLMvZOHatWVbAKee1zF,70s Classics,spotify:album:0BHvTtxYQvZA9Ya6KewuX1
spotify:track:0jx8zY5JQsS4YEQcfkoc5C,Angels (feat. Saba),Chance The Rapper,spotify:artist:1anyVhU62p31KFi8MEzkbf,Coloring Book,spotify:album:71QyofYesSsRMwFOTafnhB
spotify:track:1z6WtY7X4HQJvzxC4UgkSf,Love On Top,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,4,spotify:album:1gIC63gC3B7o7FfpPACZQJ
spotify:track:1mqlc0vEP9mU1kZgTi6LIQ,September,"Earth, Wind & Fire",spotify:artist:4QQgXkCYTt3BlENzhyNETg,"Now, Then & Forever",spotify:album:2dZn2ZVkJYFIyXsVmjyp9Y
spotify:track:41on8RwRh22IHcChAN2gm8,American Boy (feat. Kanye West),Estelle,spotify:artist:5T0MSzX9RC5NA6gAI6irSn,Shine,spotify:album:4nAIqmKELnBEXEkYg1pMic
spotify:track:39lSeqnyjZJejRuaREfyLL,Hungry Like The Wolf - 2009 Remastered Version,Duran Duran,spotify:artist:0lZoBs4Pzo7R89JM9lxwoT,Rio [Collector's Edition],spotify:album:02tfQwJSOLP77oCd9U8bqm
spotify:track:0O45fw2L5vsWpdsOdXwNAR,SexyBack,Justin Timberlake,spotify:artist:31TPClRtHm23RisEBtV3X7,FutureSex/LoveSounds,spotify:album:2scB1uhcCI1TSf6b9TCZK3
spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,Escape,spotify:album:43wpzak9OmQfrjyksuGwp0
spotify:track:3lwrebzX6n6v4zP5DOqBKc,Hey Ma,Cam’ron,spotify:artist:7iMvwE8qANp3aIfAGKEAwS,Come Home With Me,spotify:album:39944ACXhgHs7gjXa5HehY
spotify:track:2udw7RDkldLFIPG9WYdVtT,Sir Duke,Stevie Wonder,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Songs In The Key Of Life,spotify:album:0BBWJ3L9fhkmNLdt4zs4fu
spotify:track:2H3ZUSE54pST4ubRd5FzFR,Ain't No Mountain High Enough,Marvin Gaye,spotify:artist:3koiLjNrgRTNbOwViDipeA,United,spotify:album:6sbZYwwQB15bt5TgkPFAdb
spotify:track:0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,24K Magic,spotify:album:4PgleR09JVnm3zY1fW3XBA
spotify:track:6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,24K Magic,spotify:album:4PgleR09JVnm3zY1fW3XBA
spotify:track:4G2Hbfwvn3oH7LxxPXjjGn,Treasure,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Unorthodox Jukebox,spotify:album:4xWulj18AGahlyuZPulaGe
spotify:track:6LbN9JT2sAckykm78CA8Ol,Is There Somewhere,Halsey,spotify:artist:26VFTg2z8YR0cCuwLzESi2,Room 93,spotify:album:66Zj4TAdX9v9lSzhkzCAnW
spotify:track:4Z3qm2aWGTJuJKnv3EWwyD,Hide Away,Daya,spotify:artist:6Dd3NScHWwnW6obMFbl1BH,"Sit Still, Look Pretty",spotify:album:2cE2eOy7alOZHpuelJEV8Q
spotify:track:7fPHfBCyKE3aVCBjE4DAvl,In The Night,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,Beauty Behind The Madness,spotify:album:28ZKQMoNBB0etKXZ97G2SN
spotify:track:3Bjr9MzHM7KHk6zq7KvJRN,Love Myself,Hailee Steinfeld,spotify:artist:5p7f24Rk5HkUZsaS3BLG5F,HAIZ,spotify:album:5m01tty1948HnkXUhG0urw
spotify:track:0zMzyHAeMvwq5CRstru1Fp,Lost Boy,Ruth B.,spotify:artist:2WzaAvm2bBCf4pEhyuDgCY,Safe Haven,spotify:album:6FgtuX3PtiB5civjHYhc52
spotify:track:2FiSTH0GYpIioUgjfzMIja,Stay,Kygo,spotify:artist:23fqKkggKUBHNkbKtXEls4,Cloud Nine,spotify:album:0uMIzWh1uEpHEBell4rlF8
spotify:track:4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,spotify:album:4lVR2fg3DAUQpGVJ6DciHW
spotify:track:0OwX5aROoW1Iip8FV51Efg,Alarm,Anne-Marie,spotify:artist:1zNqDE7qDGCsyzJwohVaoX,Alarm,spotify:album:2Z3HQO6NL3812mnNj7htXv
spotify:track:4lJ6YVXQ0jUk5ILu0PSrA4,Ooh La La,Faces,spotify:artist:3v4feUQnU3VEUqFrjmtekL,Ooh La La,spotify:album:4eTVgxB6wm5eGvesA4cUN5
spotify:track:1dv3ePjze9tPq2pk8eWJdR,Gimme Shelter,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,Let It Bleed,spotify:album:0c78nsgqX6VfniSNWIxwoD
spotify:track:2EWpa5XnAuSn0sIkSSIhYk,Wish I Knew You,The Revivalists,spotify:artist:5kuJibJcwOC53s3OkoGMRA,Men Amongst Mountains,spotify:album:4d40uSufPdCDGGedQGCdGn
spotify:track:5G1sTBGbZT5o4PNRc75RKI,Lonely Boy,The Black Keys,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,El Camino,spotify:album:5DLhV9yOvZ7IxVmljMXtNm
spotify:track:77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,Some Girls,spotify:album:1Jv2AqzhgsduUik2p4k3cS
spotify:track:5cbpoIu3YjoOwbBDGUEp3P,Car Radio,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Vessel,spotify:album:2r2r78NE05YjyHyVbVgqFn
spotify:track:5b9iBVhfYxDF4JJcHrNIx5,Gooey,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,ZABA,spotify:album:2ipSXAsBLmvEeVKKbRAL7i
spotify:track:17YuXw2ScwLLL1sUrRKhoW,Fantasy,Alina Baraz,spotify:artist:6hfwwpXqZPRC9CsKI7qtv1,Urban Flora EP,spotify:album:1MDXXd7ea47KCYOfHww6En
spotify:track:7MooGz4ZPE4bNxjFegR6Jx,You Don't Know How It Feels,Tom Petty,spotify:artist:2UZMlIwnkgAEDBsw1Rejkn,Wildflowers,spotify:album:3ZGUBwDiY5HPOcWv4SBPQg
spotify:track:6mapJIPnQ23RTAevUoE0DL,Swang,Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,SremmLife 2,spotify:album:5v6iBhIlflzR9rEd1LAMbd
spotify:track:1Tt4sE4pXi57mTD1GCzsqm,Needed Me,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,ANTI,spotify:album:3Q149ZH46Z0f3oDR7vlDYV
spotify:track:16qYlQ6koFxYVbiJbGHblz,G.O.M.D.,J. Cole,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,2014 Forest Hills Drive,spotify:album:7viNUmZZ8ztn2UB4XB3jIL
spotify:track:62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,2014 Forest Hills Drive,spotify:album:7viNUmZZ8ztn2UB4XB3jIL
spotify:track:55OdqrG8WLmsYyY1jijD9b,Wyclef Jean,Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,JEFFERY,spotify:album:7EpUpNUkkEGnaCvkcn1j4H
spotify:track:3nAq2hCr1oWsIU54tS98pL,Waves,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,The Life Of Pablo,spotify:album:7gsWAHLeT0w7es6FofOXk1
spotify:track:4f1QbCjIAgQwnf7ms9NXWx,Me You,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC
spotify:track:7kqcudBGM74MXVoYMaoWkC,Loyal,Chris Brown,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,X (Deluxe Version),spotify:album:4yOWnTrCkOOpl4IiVnpj3H
spotify:track:2BqQQXuBOuhaWeUP7okEx0,Comfortable,K CAMP,spotify:artist:5bgfj5zUoWpyeVatGDjn6H,Only Way Is Up,spotify:album:7lrsfwcRiLCeWFM3u38DzB
spotify:track:0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down,The Chainsmokers,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers- Japan Special Edition,spotify:album:3ShQFl9FladFKlonwPGZFc
spotify:track:7EiZI6JVHllARrX9PUvAdX,Low Life,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,EVOL,spotify:album:3jJKDKdlwRS584zUlHV2Ly
spotify:track:5XJJdNPkwmbUwE79gv0NxK,Gold Digger,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Late Registration,spotify:album:4GRDFQ9HRoO0by8H0r2a3I
spotify:track:4kfm1uI9QGaoN9qm6CkAMn,What I've Done,Linkin Park,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Minutes To Midnight,spotify:album:2FJ7JZqCtWXd9MjuBQhCP4
spotify:track:7w9bgPAmPTtrkt2v16QWvQ,Lose Yourself - Soundtrack Version,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Curtain Call,spotify:album:71xFWYFtiHC8eP99QB30AA
spotify:track:4fykY5EpYRavu87absOh1f,Be Together (feat. Wild Belle),Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,Peace Is The Mission,spotify:album:2XBnxKeRZi76u2iyGcMych
spotify:track:7J41dYQolQJEtj3UmKLu5r,U Got It Bad,Usher,spotify:artist:23zg3TcAtWQy7J6upgbUnj,8701,spotify:album:6k16WXh4rKyusIoN00rmpi
spotify:track:6jvvpPJQJy5rMOEkLlADl6,Neighbors Know My Name,Trey Songz,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,Ready,spotify:album:44jrX3SThj7pFjOzUTLm85
spotify:track:0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,Only By The Night,spotify:album:5CZR6ljD0x9fTiS4mh9wMp
spotify:track:3pfXxHoydFRfD7IBGJTQAN,Pony,Ginuwine,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,R&B: From Doo-Wop To Hip-Hop,spotify:album:3O2912EZv0FBJKZ0K5ruzK
spotify:track:0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,spotify:artist:360IAlyVv4PCEVjgyMZrxK,All I Want Is You,spotify:album:493HYe7N5pleudEZRyhE7R
spotify:track:32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk,Mark Ronson,spotify:artist:3hv9jJF3adDNsBSIQDqcjp,Uptown Special,spotify:album:3vLaOYCNCzngDf8QdBg2V1
spotify:track:0DBIL8arX0Zo6eAuxNIpik,Bump n' Grind,R. Kelly,spotify:artist:2mxe0TnaNL039ysAj51xPQ,12 Play,spotify:album:11UWeyxXNreHeZwEViqs3y
spotify:track:2gam98EZKrF9XuOkU13ApN,Promiscuous,Nelly Furtado,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,Loose,spotify:album:2yboV2QBcVGEhcRlYuPpDT
spotify:track:7n8UWYTawkrcC1KBsY5XRc,Beautiful,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Relapse,spotify:album:04r9yvH25PwePggAYZQYq8
spotify:track:0c4IEciLCDdXEhhKxj4ThA,Madness,Muse,spotify:artist:12Chz98pHFMPJEknJQMWvI,The 2nd Law,spotify:album:3KuXEGcqLcnEYWnn3OEGy0
spotify:track:7wBrglFVTNCcW6IhdgBkm1,Paradise,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Mylo Xyloto,spotify:album:5GykKNn2KjofEoA8SpNnuw
spotify:track:6Z01gUquJsjJC67uNWm6P0,Shot For Me,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,Take Care,spotify:album:6X1x82kppWZmDzlXXK3y3q
spotify:track:4eSGSqP2TZvvX0kadZZttM,Doing It Wrong,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,Take Care,spotify:album:6X1x82kppWZmDzlXXK3y3q
spotify:track:53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Love Is A Four Letter Word,spotify:album:64SChsjQBiEe3aVTFYnW1b
spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ,Drunk On You,Luke Bryan,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,Tailgates & Tanlines,spotify:album:4ybWq0AegFFAvHULAe7q0K
spotify:track:2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,Don't You Worry Child (feat. John Martin),spotify:album:3RKhRsifs4RWrqvWV1YpPY
spotify:track:0d1ZmSlIf05gkCPuSPy0Yq,Home,Phillip Phillips,spotify:artist:6p5JxpTc7USNnBnLzctyd4,The World From The Side Of The Moon,spotify:album:6Q763AFH9UEyRKe0aFDJt0
spotify:track:0ytw2owVvegkIS87txqV1O,Swim Good,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Swim Good,spotify:album:54LzGRPx7leJfCh8Vp48Rk
